제품명,카테고리,내용,별점,가격
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,제품도착한 10일 목요일 갑자기 급 고열로 돌발진으로 입원하는 바람에 주인없이9일동안 사용도 못하고... 드디어 어제 개시했는데 정말 좋아요~겨울에도 잠자고 일어난 자리는 티가 너무 날만큼 베개까지 흠뻑 젖어 그밑에 패드까지 흠뻑젖어있는 열많고 땀이 많은 우리딸~ 체험단 신청은 실패했지만 오픈특가 라이브는 놓치지 않고 바로 주문했어요~ 아이싱 신제품 출시되기를 진짜 기다리고 제품도 오래기다렸지만 기다린 보람있어요~ 처음 피부에 닿았을때 서늘한 그 느낌 너무 좋아요~ 확실히 그냥 여름용 패드보다 주변온도가 시원해요~ 선착순 블랭킷도 너무 이쁘고 제품도 마음에 들어요~ 베개 커버랑 바디필로우로 나오면 진짜 완전 좋을것 같아요~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,배송도생각보다빨랐고시원하고좋아요~ 거친느낌없어서그것도좋네요~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,4개월 아기가 날이 더워지면서 땀이 많이 나길래 쿨매트 알아보다가 비비엔다 라방 기다려서 아이싱으로 주문했어요. 신제품이라 후기가 별로 없어서 고민했는데 오자마자 만져본 후기는 부드럽고 시워언~! 진짜 부드러워요 여름침구는 까슬거려야 시원하다고 생각했는데 부드럽고 시원해서 좋았어요. 그리고 박음질이 어쩜 고급진 느낌!! 아기가 땀이 나는 듯해도 이불이 축축하거나 하지 않더라구요. 퀸사이즈 사서 아기랑 같이 자는데 ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,예상보다배송이빠리와서 놀랬습니다. 동생네집에어 사용하는거보고 추천받아구매했어요!. 근데 그레이주문했는데 테두리가 베이지색상같은 이느낌으로 오배송받은느낌은뭘까요? 제품은맘에듭니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,확실히 시원하긴 해요. 근데 아기가 그 자리 그대로 이씀 또 뜨거워져요ㅠ 이리저리 차가운 곳을 찾아 굴러다니며 자는데 얼굴을 비비면 얼굴에 뭐가 나기도 해서ㅠ 까슬거림때문인 거 같아요. 소재 특성상 어쩔 수 없는거니.. 그래도 타사 것보단 훨 시원해 그걸로 ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,가을에 태어난 딸래미! 겨울에도 땀을 흘리는 아이라 뚜꺼운 옷을 잘 안입혔어요 더위를 어떻게 해줘야할지 고민이 많았는데 쿨매트 여러 종류를 찾아보다가 반신반의하고 받아보았는데 뜯어보자마자 만져보고 너무 놀랐어요! 차가움이 딱!! ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,배송은 넘 느렸지만 정말 신기하게 시원해요. 그런데 사용한지 일주일정도 됐는데 얇은 실같은게 전체적으로 올라오네요..보풀 없다 하였는데 보풀도 아니고 사용하다보면 일어나는 현상이라는데 사용한지 얼마되지 않아 이러니 재구매는 꺼려지네요.,2,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,배송하기까지 오래걸리긴 했지만 5일날 발송된다했는데 어제 밤 8시 넘어서 발송됐더라구요ㅜㅜ 늦은 시간까지고생하십니다ㅜㅜ 어제 밤에 발송됐는데 오늘 1시 조금 넘어서 받았어요~! 빠른 배송!! 받자마자 제가 먼저 누워봤는데 진짜 시원하네요👍 신랑이 저 보고 거짓말하지 말라더니 누워보고는 시원하다며ㅋㅋ 애기도 이불 위에 눕혀주니 시원한지 가만히 누워있어요ㅋㅋ 얼른 세탁해서 깔아줘야겠어요  :),5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,애기가쓰는데 너무 시원해서 태열이나오려다가도 들어갈거같아옄ㅋㅋㅋ최고!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"시원하면 얼마나 시원할까 궁금한마음반 기대반으로 라이브방송때 주문하였습니다 주문제작품이라하여 배송까지 오래걸렸으나, 제품받아보고 기다린 시간이 아깝지 않다고 생각이 듭니다 ㅎㅎ 에어컨을 틀어놓아도 아기가 누웠던 자리는 뜨끈뜨끈하고 아기의 등도 뜨거웠었는데 비비엔다매트를 깐 이후에는 시원함을 유지중입니다 !!! 비싸다고 생각했었는데 비싼값을 합니다.ㅎㅎㅎ 어른침대에도 깔고싶은마음이드네요ㅋㅋㅋ",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,라이킹 침대에는 작지만 만족합니다. 에어컨 틀고 자면 서늘하네요. 침대에는 매트보다 패드가 더 좋은것 같이요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"우왕🙂 피자마자 우선 넉넉한 사이즈가 너무 맘에 들었고, 진짜 손에 닿자마자 너무 시원해서 깜짝 놀랬어요? 접촉냉감 듀라론 원단이라는데 진짜 신기👍🏻  근데 부드러워서 얼굴에 자국도 안남고, 가볍고 세탁해도 변형 보풀이 안생다는게 진짜 큰 장점 같아요💜  이번 여름 아주 시원하게 잘 날 수 있을 것 같아요. 좋아서 제가 자꾸 눕고 싶어서 큰 사이즈도 하나 더 사려고요",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,괜찮네요 나쁘지 않아요,3,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,열 많은 남자 돌아기에요 겨울에는 비비엔다 모달패드를 썼었는데 부드러운지 침대에만 누우면 패드에 뒹굴고 비비고 그랬어요  날씨가 더워지니 시원하게 해줘도 열이 많아서 그런지 낮잠자고 일어나면 애기 머리가 땀 범벅이더라구요 ㅠㅠ 인견패드 알아보던 와중 아이싱패드 발견하고 바로 주문 했어요!  어제 오자마자 세탁하고 말려서 사용해봤어요 아기 재워봤는데 땀이 없어요! 패드는 제가 만져봐도 차가워요 통풍도 잘 될것 같구 무엇보다 아기 얼굴에 인견처럼 자국이 안남을 것 같아서 ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,6월 29일에 주문해서 오늘 받았어요 여름 끝나고 받아보나 걱정했는데 오긴 왔네요 같은 소재로 다른데서도 제품 출시 햇던데 취소하려다가 의리로 기다렸어요   전 추가 주문 한거에요  첫째가 시원한 이불에서만 자고 싶다고 해서  하나 더 삿어요 재질 진짜 시원하고 쾌적해요  인견이 덥게 느껴질 정도입니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,두번째구매! 첫 오픈 특가에 맘이 너무급하고 하다보니 사이즈선택실패로ㅠㅠㅠ작은사이즈로 쓰다가 드디어 제일큰거 구매완료요🤍 저도 느껴요 일반 인견과다르게 너무 시원하고 가끔 선풍기바람이랑 같이있으면 추워서 이불찾아욬ㅋㅋㅋ 너무마음에들어요 다음특가땐 꼭 열많은 우리엄마사드려야죠ㅠㅠㅠ❤️ 작은건 아래서 사용하고 큰거는 아이침대!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,두 아들이 땀이 너무많아서 쿨매트 사려고 보고있었는데 맘카페에서 추천많이하셔서 적은금액은 아니지만 사봤어요~  근데 진짜..요물이에요!  설마하고 깔고 잤는데..애기들 머리가 안젖어요ㅠㅠ 느낌도 너무좋아요!! 3일정도 써봤는데  있어요ㅎㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,라이브 쇼핑하는날 저렴하게 아이싱 패드를 샀어요 쿨매트 이런걸 제가 전에 썼을때 자고나믄 중간에 따뜻해지고 땀고이고이래서 나중엔 찜찜해서 못썻던 기억에 이번에도 하나만 구매해봤어요 근데 오자마자 촉감이 어?  시원하고 부드럽네? 애기한테 하기전 저희 큰애가 한번 누워보더니 여기서 잔다네요ㅜ 넘 좋다면서~~ 잠도 싫어하는앤데 쉬러간다고 애기 아이싱매트에 자꾸 누워요 심지어 밤잠도 거기서 잔다고떼써서!! 결국 제값다주고 두개더 첫째둘째꺼 주문했어요 이럴줄알았으면 한번에 다할껄ㅜ 유아특대용으로 해서 싱글사이즈 침대와 토퍼에 깔려구요  아기는 진짜신기하게ㅜ 원래 밤새굴러다니다 깨서 쪽쪽이 셔틀인데 이상하게 여기서 자구나선 아침까지 셔틀안해요 심지어 먼저 제가 나와도 더자고 있고 먼저일어나도 뒹글뒹굴 잘놀아요 후기때문이 아니라 신기해서 ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"택배 받고 깜짝놀랐어요. 비맞고 다 찢어져 너덜너덜한 택배상자 사이로 하얗게 보이는 패드 ㅠㅠ 비닐포장 되어있지만 찢어져 구멍난 택배상자 사이로 뭐가 들어갔을지 알수없는 찝찝함.. 배송기간도 너무길어서 계절상품은 수량확보후 판매해주시면 좋겠어요. 대부분 어린 아기들이 사용하는거니까요 ㅠㅠ 제품은 시원하고 만족스러워요. 가격은 좀 비싼편. 택배 포장부분, 배송부분도 개선되었으면 좋겠습니다^^",3,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,촉감 시원하고 크기도 좋아요. 잘 쓰고 있어요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,여태껏 써본 쿨매트 중에 제일 시원해요 닿자마자 시원한 느낌이 들어서 좋아요 가격이 넘 비싸지만 좀더 저렴했음 여러개 쟁였을거엥ㅛ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,수작업이고 주문폭주로 배송은 좀 늦게받았지만 마음에 들어요~ 오자마자 누워서 확인해봤는데 시원하더라구요 아기가 잘때 땀을 많이 흘려서 구매했는데 확실히 땀이 덜 흘리는 것 같아요 퀸사이즈가 제일 큰 사이즈 같은데 킹사이즈도 만들어주세요~ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,쿨패드 그레이로 구입했어요~ 너무 시원하고 좋네요! 잘쓸게요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,배송이 너무 느려서 속이탔지만ㅎ 시원하고좋아요 근데 색감은 아이이불같지가 않네요 신랑이  할머니 이불같다며..그래도 시원하니 만족합니다 가을토퍼도잘썼는데 여름것두 디자인 다양하게 만들어주심 좋을꺼같아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,30개월 아들이 땀이 너무 많아서 사봤어요. 라방도 보고 인별도 보고 후기도 보면서 살펴보고 고민했었는데잘 샀어요. 가격은 있지만 만족해요. 패밀리 침대를 써서 슈퍼싱글로 샀고 아기 자는 곳만 깔아도 사이즈가 충분하네요.  비비엔다 실내복이랑 매트랑 많이 써 왔는데 이것도 만족입니다. 시원한 여름 보냈음 좋겠어요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,생각보다 엄청 시원해서 놀랐어요 아기도 잘자요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,손댔을때 정말 시원해서 좋았어요ㅎㅎ 8월에 태어날 아기 시원하게 재울 생각에 기분 좋습니당,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,시원하다는 후기가 많아서 가격대가 높아도 구매를 했는데 정말 대만족이에요 !! 올 여름에 제일 잘한일..ㅎㅎ 부모님도 시원하다고 좋아하셔서 좋아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,아이싱 유아용 구매했어요! 우리 애기가 눕자마자 ‘엄마 시원해요!’ 이러더라구여 ㅎㅎㅎ 이제 애기 한명 더 태어나서 전에 쓰던 비비엔다 범퍼침대에 맞춰서 쓰려구요! 너무 시원하니 만족해요 다음 라방에는 쿨패드도 사보려구요 이번에 산 매트는  거실에다가 깔아서 쓰려구요  ! 필수 육아템입니다!!ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,인견쿨매트랑 아이싱매트 둘다 샀는데 두개가 막 엄청나게 차이나는 정도는 아닌거 같아요 딱 만졌을때 시원은 한데 누워있으면 오히려 인견이 더 시원한 느낌이에요.사이즈는 항상 잘 맞네요 이번엔 길이는 엄청길고 폭는 부족해요. 그리고 선착순500명 블랭킷 준다고 하실때 센스있게 컬러 맞춰서 보내주신다더니...세상 촌스러운게 왔네요..친정엄마가 이거 뭐냐고 물어볼 정도에요;; 공짜라도 받아서 기분좋은게 있고 차라리 안받는게 나은게 있는데 진짜 받고 기분 안좋았네요..남편은 속도 모르고 반품하라고 하고...암튼 아가를 위해 산거니 아가가 조금이라도 시원해했으면 좋겠네요.,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"사용하기 전에 울, 섬세 코스로 세탁해도 올은 풀리더라구요.. 그래도 아기가 땀을 덜 흘리는 점은 만족 합니다..이불이 비싼감이 있는데 내구성이 좀 아쉬워요",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,다른패드보다 부드러워요 시원하기도 하구요 세탁도 관리도 쉽습니다~|,4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,범퍼침대용으로 특대형 2개 구매했어요~ 사진으로 보고 프린팅과 염색이 안되는 소재라 디자인이 좀 실망스러웠지만 열이 많은 아기라 무조건 시원하고 좋은걸로 해줘야겠다는 생각에 바로 구매했어요~! 우선 기능적인부분은 완전 100퍼센트 대만족이에요!! 그치만 비비엔다 이불류는 애기들이 사용하는건데 뜨거운물 세탁안된다고 하고 아기세제도 사용하면 안된다고 되있어서 그게 늘 좀 불만이에요ㅠㅠ 범퍼침대 처음 구매하고 이불매트 아기세제로 온수에 세탁 돌렸다가 확 줄어서 너무 당황했던지라 이번에는 아기세제 사용하고 냉수로 짧은 코스로 이불만 돌렸는데 또 줄었더라구요... 아기 피부랑 입에 닿는 건데 아무래도 아기세제를 써야할 것 같아서 세탁법 무시하고 썼거니 결국 이렇게 되었네요... 가로 3.5cm 세로 5cm 정도 줄어든 것 같아요~ 혹시 저랑 같은 생각으로 세탁하시는 분들은 꼭 참고하시길 바래요~! 그리고 이벤트로 주신 밤부 이불도 잘 받았어요~ 랜덤이라 제발 이것만 안왔으면 좋겠다고 생각했던 제품이 똑같이 2개가 와서 ...휴... ㅋㅋㅋ 그렇지만 그냥 주는 건데 선물받은거에 감사해야죠...^^ 당장에 새로 사서 맞춰주고 싶지만.. 절약!! !,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,어른침대깔아서쓰는데 진차 좋아요 에어컨이나 선풍기 키고있음 더더시원해서 아주 만족해요~~!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,하나 먼저 빨아서 아이들방에 깔아줬는데 기대만큼 막 시원한건 모르겠어요^^;; 기대가 넘 컸나봐요 사이즈는 딱 정사이즈인데 조금씩 더 여유있게 만들어주심 더 좋을것 같단 생각했어요 색깔이나 디자인은 넘 이뻐요^^,3,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,아이들꺼 오픈특가에 구입하고 너무 시원해서 조카라우친정아빠용으로 추가 구입했어요~ 오늘 빨래해서 보냈는데 너무 좋아하네요^^ “ 여기 너무 시원한 얼음 천국 같아” 라고!! 선착순으로 받은 이불도 넘 좋아했어요 감사합니다!!,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,아기가 더워해서 찾다가 구매했어요 엄청시원은 아니지만 일반면패드보단 시원해서 만족이요~,4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,진짜 시원하고 무엇보다 세탁도 편하고 잔사가 나오지 않아서 좋아요 가격좋을때 어른것도 구매하려구요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,진짜 시원하고 좋아요! 근데 세탁 몇번 하면 시원함이 약간 사라지는것 같기도 해서 아쉽 ㅠㅠ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,그레이색을 사고팠는데 품절이라 베이지 샀어요ㅎ 베이지도 깔끔하니 나쁘지 않아요~ 누워보니 다른 패드보다 시원한 편이에요! 타사 인견매트도 있는데 인견보다는 확실히 더 시원해요!ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,제품은 정말 마음에 드나 cs도 중요하다는점 반드시 기억하셨으면 좋겠어요~ 다음번에 판매할때는 출고일 못맞출꺼면 출고할 수 있는 만큼만 주문받으세요! 아무리 수작업으로 하는거여도 못맞출꺼면 그다음에 사는 사람이 기다리는게 상식 아닌가요~ 업체의 시스템 때문에 먼저 산 사람이 기다려서 받는건 말이 안된다고 생각합니다. 저만 이렇게 출고일에 민감한건진 모르겠지만 계절상품잖아요... 계절상품은 늦는건 아니라고 봅니다... 시스템 개선 안되시면 다음번 제품 팔때는 반드시 기재하세요! 같은날 주문건의 경우 아침에 사든 저녁에 사든 출고일이 복불복이라구요~ 감안하고 구매하라구요~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,가격이 저렴한 편은 아니여서 라이브 눈 빠지게 기다렸다가 주문했는데요 아가껄로 먼저 구매해봤는데 확실히 인견보단 시원한 거 같아요 매번 자고 일어날 때마다 머리모양으로 땀 나는게 너무 안쓰러웠는데 조금 더 시원하게 잘 수 있을 것 같네요! 근데 배송이 거의 일주일 걸린 거랑 테두리쪽에 다른 색 실이 들어있는게 마음에 안 들어서 별 하나 뺐어요 그 외에는 만족합니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,퀸사이즈 써보고 넘 좋아서 슈퍼싱글도 재주문 했습니다. 이번에는 배송도 빠르고 선착순 선물도 받아서 기분 좋습니다! 센스 있게 색상도 베이지로 주시고 감동이예요!^^아기도 보더니 바로 달려 들어서 만지더라구요ㅋㅋ여기저기 추천하고 있답니다.,2,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"몸부름이 없는편이라 여름에 한자리에 누워있음 더운데 잠시 돌아누웠다가 제자리 와도 금새 시원해져 있을만큼 시원합니다 임신해서 더운 상태인데 평소 추위 많이 타구요, 근데 추울정돈 아니고 기분좋게 시원시원. 베이비 사이즈는 쇼파에 사용중인데 촉감 너무 좋아요 정말 잘샀습니당",4,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"몸부름이 없는편이라 여름에 한자리에 누워있음 더운데 잠시 돌아누웠다가 제자리 와도 금새 시원해져 있을만큼 시원합니다 임신해서 더운 상태인데 평소 추위 많이 타구요, 근데 추울정돈 아니고 기분좋게 시원시원. 베이비 사이즈는 쇼파에 사용중인데 촉감 너무 좋아요 정말 잘샀습니당",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,너무시원해요!! 애기땀안흘리고 잘잡니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,핫딜 기다렸다가 구매했는데 블랭킷도 선물로 받고 너무좋네요~ 타사제품 작은사이즈 구매해서 사용중인데 촉감은 비슷한데 비비엔다가 훨씬 더 시원하네요~ 큰사이즈 샀는데 오래 쓸수 있을꺼 같아요^^ 아직 출산전이지만 세탁 후 제가 또 먼저 써보겠습니다 ㅎㅎ 선물온 블랭킷도 너무너무 예쁘네요~ 이걸로 여름아기 출산준비 끝입니다^^,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,촉감이 정말 시원하네요 넘 신기해요 아기가 잘 때 땀을 안흘려서 넘 좋아요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,배송은 아주 느렸지만 상품이 너무나 만족스러워요 잠들면 땀이 많이 나는 아이인데 눈에 띄게 땀이 덜 났어요. 저도 한번 누워봤는데 진짜 누울 때 살에 닿는 느낌이 정말 시원해요. 선풍기나 에어컨 틀면 매트가 너무 차가워요. 남은 무더운 여름 잘 쓰겠습니다~,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"라방으로 구매하였어요.  더워하는 아기를 위해 구매하였는데, 너무 만족해요^^ 정말 시원해요! 심지어 밤에는 체온이 내려가는데.. 이대로 잠들면 콧물이 나올까봐 걱정될정도ㅋㅋㅋ; 아이싱패드 덕분에 올 더운여름을 잘보낼 수 있을 것 같아요^^",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,확실히 시원한 느낌이 들어요 ㅎㅎ 만족합니다 ㅎㅎ,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,"구매전 첫째가 자고 아침에 일어나서 나왔는데 뒷머리가 축축하게 젖었더라고요. 침을 한바가지 흘렸나 물을 엎질렀나 싶을정도로요. 그날새벽은 덥기는 커녕 성인은 약간 서늘하게 느꼈었는데 말이에요. 애들은 기초체온도 높다는건 알고 있었지만 이불도 안덮고 자는애가 땀을 이렇게 흘렸다니 잠을 잘 못잤겠구나 싶어서 찾아보게 됐어요.   기존 여름매트로 유명한 타사 제품 두군데꺼 이미 사용중이였으나 아쉬운점들이 있어 비비엔다꺼 신제품에 2년을 공들였다는 글 보고 구매하게 됐어요!   타사제품 비교는 맨 아래 남겨볼께요.   접촉냉감 듀라론 섬유라던데 검색해봐도 잘 안나오고 모르겠더라고요. 그래서 시원한 정도일까 싶었는데 도착해서 꺼내본순간 진짜 소재가 차갑다! 라고 손바닥에 느껴지더라고요!   촉감은 맨들맨들 실키한 촉감입니다. 자수부분도 걱정됐는데 그부분도 부드러워요. 이제 막 걸음마를 하는 첫째 안전을 위해 미끄럼방지가 있는 매트로 구매했어요. 범퍼침대에 예쁘게 잘 맞아요. 둘째는 엎드려자는 경우가 많은데 얼굴에 자국도 안나고 아기피부보다 매끄러워서 (미끄럽다느낄정도) 얼굴 돌릴때마다 쓸릴걱정 없네요!   세탁후 식탁 의자에 걸쳐두면 금새 말라요. 가격이 좀 있고 직접 만져보지않고 구매하는거라 한개만 구매했는데, 둘째위해 하나더 구매하고 싶네요!   개인적인 소장용 타사제품과의 비교 비비엔다 ㅍxx ㅁxx 가격은 셋다 비슷비슷합니다. 이벤트나 할인률에 따른 차이가 조금 있을 듯 싶네요.  촉감은 비비엔다와 ㅁxx가 ㅍxx보다 월등합니다. 냉감도 마찬가지고요. ㅁxx보다 더 좋은건 바둑판무늬 하나하나가 확실히 더 볼륨감이 있어요. 손가락으로 꾹 눌렀을때 3D에어매쉬도 느껴져요. 그래서 더 통기성이 좋을거라 생각돼요^^  며칠 사용해본결과 머리에 땀나는게 없어졌어요 잠도 푹 잘자요!",5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,너무너무 시원하고 부드러워요! 제 추천으로 주변 지인 열명은 산것같아요ㅋㅋㅋ 아기침대용으로 샀는데 어른들한테도 선물도 했네요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,다른 쿨매트를 써보진않았지만 아기를 위해서 처음 여기서 구매했는데 진짜 너무 좋아요!!! 제가 쓰고 싶을정도 좋아요 신랑이 보고 본인도 하나 사달라고할정도였어요 그래서 다음 행사때 또 하나 사려고합니다 진짜 최고에요,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,빠른 배송 감사합니다,5,"95,000"
"비비엔다 진짜 시원한 아이싱 아기 쿨매트 여름 신생아 패드 (유아용, 퀸, 슈퍼싱글 사이즈)",만족도,반신반의했는데 진짜 효과짱입니다. 다큰 성인인데ㅋㅋㅋ이거 너무시원해서 충격 그렇게 우와악 시원해 이건아닌데 선풍기만 틀어도 시원해요 잠깰일 별로없어요ㅎㅎ 비싸지만 박음질 잘되어있고 품질이 좋습니다! 강추!!!!,5,"95,000"
